timestamps,TP9,AF7,AF8,TP10,Right AUX
1700264842.840,646.484,189.453,378.906,975.098,0.000
1700264842.844,783.203,254.883,518.555,993.652,0.000
1700264842.848,-724.121,-33.691,-446.289,625.000,0.000
1700264842.852,-1000.000,-32.227,-413.574,693.359,0.000
1700264842.856,166.016,232.422,366.699,987.793,0.000
1700264842.860,999.512,454.102,811.523,999.512,0.000
1700264842.864,-190.918,167.480,3.906,428.711,0.000
1700264842.868,-1000.000,-45.898,-770.996,264.160,0.000
1700264842.872,-210.449,113.281,-263.672,982.910,0.000
1700264842.876,999.512,416.504,557.617,999.512,0.000
1700264842.880,74.707,238.281,-124.023,478.516,0.000
1700264842.883,-1000.000,-31.250,-922.363,49.316,0.000
1700264842.887,-681.152,111.328,-338.867,855.469,0.000
1700264842.891,866.211,348.633,542.969,999.512,0.000
1700264842.895,379.883,354.980,539.062,853.516,0.000
1700264842.899,-1000.000,70.801,-350.586,336.914,0.000
1700264842.903,-1000.000,16.113,-446.289,698.242,0.000
1700264842.907,342.285,315.430,433.594,999.512,0.000
1700264842.911,810.547,407.715,756.348,999.512,0.000
1700264842.915,-683.105,80.078,-6.348,521.484,0.000
1700264842.919,-1000.000,-42.969,-496.094,523.926,0.000
1700264842.923,-28.320,151.367,210.938,997.070,0.000
1700264842.926,999.512,350.098,814.453,999.512,0.000
1700264842.930,-14.160,89.355,0.977,505.859,0.000
1700264842.934,-1000.000,-204.102,-925.781,290.039,0.000
1700264842.938,-302.734,-101.074,-613.281,944.336,0.000
1700264842.942,999.512,186.035,449.219,999.512,0.000
1700264842.946,203.125,-59.570,-86.914,625.977,0.000
1700264842.950,-1000.000,-472.656,-1000.000,-159.180,0.000
1700264842.954,-915.039,-474.121,-882.324,553.223,0.000
1700264842.958,594.238,-231.445,70.312,999.512,0.000
1700264842.962,455.078,-264.648,98.633,914.551,0.000
1700264842.966,-1000.000,-625.488,-959.961,-534.668,0.000
1700264842.969,-1000.000,-674.316,-1000.000,-471.680,0.000
1700264842.973,104.492,-394.043,-175.293,982.422,0.000
1700264842.977,822.754,-270.020,229.004,999.512,0.000
1700264842.981,-581.055,-681.641,-709.961,-33.203,0.000
1700264842.985,-1000.000,-828.125,-1000.000,-1000.000,0.000
1700264842.989,-395.508,-610.840,-602.051,-46.387,0.000
1700264842.993,947.266,-487.305,134.277,999.512,0.000
1700264842.997,-71.777,-761.230,-435.547,195.801,0.000
1700264843.001,-1000.000,-962.891,-1000.000,-1000.000,0.000
1700264843.005,-826.660,-754.395,-846.191,-524.902,0.000
1700264843.008,657.715,-465.820,-353.027,999.512,0.000
1700264843.012,305.176,-592.773,-583.008,298.828,0.000
1700264843.016,-1000.000,-902.832,-1000.000,-1000.000,0.000
1700264843.020,-1000.000,-884.277,-1000.000,-1000.000,0.000
1700264843.024,235.352,-657.715,-750.488,240.234,0.000
1700264843.028,567.383,-640.137,-744.629,534.180,0.000
1700264843.032,-891.602,-900.391,-1000.000,-1000.000,0.000
1700264843.036,-1000.000,-997.070,-1000.000,-1000.000,0.000
1700264843.040,-555.664,-939.453,-900.879,-917.480,0.000
1700264843.044,692.871,-882.324,-729.492,-886.230,0.000
1700264843.048,-104.004,-977.051,-920.410,-981.934,0.000
1700264843.051,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1700264843.055,-570.801,-995.117,-968.262,-992.676,0.000
1700264843.059,-237.305,-1000.000,-953.125,-1000.000,0.000
1700264843.063,-739.258,-1000.000,-990.723,-1000.000,0.000
1700264843.067,-961.426,-1000.000,-1000.000,-1000.000,0.000
1700264843.071,-642.578,-1000.000,-995.117,-1000.000,0.000
1700264843.075,-253.418,-1000.000,-956.055,-1000.000,0.000
1700264843.079,-616.699,-1000.000,-940.918,-999.512,0.000
1700264843.083,-1000.000,-1000.000,-967.773,-996.582,0.000
1700264843.087,-765.137,-1000.000,-899.902,-1000.000,0.000
1700264843.090,-358.887,-1000.000,-621.094,-898.438,0.000
1700264843.094,-729.980,-1000.000,-535.156,-907.715,0.000
1700264843.098,-1000.000,-1000.000,-808.105,-949.219,0.000
1700264843.102,-982.910,-1000.000,-750.000,-1000.000,0.000
1700264843.106,-998.047,-1000.000,-371.582,-374.023,0.000
1700264843.110,-1000.000,-1000.000,-314.453,617.188,0.000
1700264843.114,-1000.000,-1000.000,-709.961,-520.508,0.000
1700264843.118,-1000.000,-1000.000,-777.344,-1000.000,0.000
1700264843.122,-1000.000,-1000.000,-308.594,-306.641,0.000
1700264843.126,-1000.000,-1000.000,191.406,999.512,0.000
1700264843.129,-1000.000,-1000.000,-193.848,239.258,0.000
1700264843.133,-1000.000,-1000.000,-625.488,-1000.000,0.000
1700264843.137,-1000.000,-1000.000,-293.945,-24.902,0.000
1700264843.141,-1000.000,-1000.000,82.520,999.512,0.000
1700264843.145,-1000.000,-1000.000,-56.641,645.020,0.000
1700264843.149,-1000.000,-1000.000,-534.180,-802.734,0.000
1700264843.153,-1000.000,-1000.000,-479.492,-299.805,0.000
1700264843.157,-1000.000,-1000.000,-309.570,999.512,0.000
1700264843.161,-1000.000,-1000.000,-434.082,999.512,0.000
1700264843.165,-1000.000,-1000.000,-790.527,-147.461,0.000
1700264843.169,-1000.000,-1000.000,-734.375,-150.879,0.000
1700264843.172,-1000.000,-1000.000,-481.934,995.605,0.000
1700264843.176,-1000.000,-1000.000,-539.062,999.512,0.000
1700264843.180,-1000.000,-1000.000,-762.695,572.754,0.000
1700264843.184,-1000.000,-1000.000,-751.465,484.375,0.000
1700264843.188,-1000.000,-1000.000,-547.363,999.512,0.000
1700264843.192,-984.863,-1000.000,-418.945,972.656,0.000
1700264843.196,-992.676,-1000.000,-595.215,941.895,0.000
1700264843.200,-951.660,-1000.000,-836.426,945.312,0.000
1700264843.204,-142.090,-1000.000,-738.281,966.797,0.000
1700264843.208,707.031,-1000.000,-548.828,966.797,0.000
1700264843.212,563.477,-1000.000,-565.918,964.844,0.000
1700264843.215,583.496,-1000.000,-726.562,965.820,0.000
1700264843.219,947.266,-1000.000,-779.785,966.309,0.000
1700264843.223,974.609,-1000.000,-586.426,965.820,0.000
1700264843.227,954.102,-1000.000,-416.992,966.309,0.000
1700264843.231,967.773,-1000.000,-758.789,965.820,0.000
1700264843.235,965.332,-1000.000,-834.473,965.820,0.000
1700264843.239,965.332,-1000.000,-529.297,966.309,0.000
1700264843.243,965.332,-1000.000,-406.250,965.820,0.000
1700264843.247,965.332,-1000.000,-711.914,965.820,0.000
1700264843.251,965.332,-1000.000,-845.703,965.820,0.000
1700264843.255,965.332,-1000.000,-619.629,965.820,0.000
1700264843.258,965.332,-1000.000,-429.688,965.820,0.000
1700264843.262,965.332,-1000.000,-591.797,965.820,0.000
1700264843.266,965.332,-1000.000,-773.438,965.820,0.000
1700264843.270,965.332,-1000.000,-477.051,965.820,0.000
1700264843.274,965.332,-1000.000,115.234,965.820,0.000
1700264843.278,965.332,-1000.000,214.844,966.309,0.000
1700264843.282,965.332,-1000.000,-337.891,965.820,0.000
1700264843.286,965.332,-1000.000,-165.039,965.820,0.000
1700264843.290,965.332,-1000.000,462.402,966.309,0.000
1700264843.294,965.332,-1000.000,524.902,965.820,0.000
1700264843.298,965.332,-1000.000,363.281,965.820,0.000
1700264843.301,965.332,-1000.000,445.801,966.309,0.000
1700264843.305,965.332,-1000.000,635.742,965.820,0.000
1700264843.309,965.332,-1000.000,648.438,965.820,0.000
1700264843.313,965.332,-1000.000,523.438,965.820,0.000
1700264843.317,965.332,-1000.000,591.309,965.820,0.000
1700264843.321,965.332,-1000.000,707.031,965.820,0.000
1700264843.325,965.332,-1000.000,808.105,966.309,0.000
1700264843.329,965.332,-1000.000,787.109,966.309,0.000
1700264843.333,965.332,-1000.000,700.684,965.820,0.000
1700264843.337,965.332,-1000.000,731.934,965.820,0.000
1700264843.341,965.332,-1000.000,818.848,965.820,0.000
1700264843.344,965.332,-1000.000,751.465,965.820,0.000
1700264843.348,965.332,-1000.000,576.172,965.820,0.000
1700264843.352,965.332,-1000.000,561.035,966.309,0.000
1700264843.356,965.332,-1000.000,682.129,961.426,0.000
1700264843.360,965.332,-1000.000,768.555,980.469,0.000
1700264843.364,965.332,-1000.000,616.211,908.203,0.000
1700264843.368,965.332,-1000.000,514.648,890.137,0.000
1700264843.372,965.332,-1000.000,589.844,937.500,0.000
1700264843.376,965.332,-1000.000,706.543,999.512,0.000
1700264843.380,965.332,-1000.000,570.801,670.410,0.000
1700264843.383,966.309,-1000.000,406.738,185.547,0.000
1700264843.387,960.449,-1000.000,524.902,723.633,0.000
1700264843.391,975.586,-1000.000,653.320,999.512,0.000
1700264843.395,939.941,-1000.000,542.969,823.242,0.000
1700264843.399,889.648,-1000.000,162.598,-420.410,0.000
1700264843.403,942.871,-1000.000,132.324,-237.305,0.000
1700264843.407,994.141,-1000.000,513.672,999.512,0.000
1700264843.411,750.977,-1000.000,485.352,933.105,0.000
1700264843.415,270.996,-1000.000,-8.789,-360.840,0.000
1700264843.419,302.246,-1000.000,-60.547,-1000.000,0.000
1700264843.423,669.434,-1000.000,403.320,152.344,0.000
1700264843.426,507.324,-1000.000,425.781,999.512,0.000
1700264843.430,-64.941,-1000.000,-46.387,-18.555,0.000
1700264843.434,-248.047,-1000.000,-385.742,-1000.000,0.000
1700264843.438,166.016,-1000.000,18.066,-446.289,0.000
1700264843.442,139.160,-1000.000,429.199,999.512,0.000
1700264843.446,-423.828,-1000.000,-126.953,181.152,0.000
1700264843.450,-791.016,-1000.000,-601.562,-1000.000,0.000
1700264843.454,-517.090,-998.047,-47.852,-1000.000,0.000
1700264843.458,-274.902,-993.652,347.168,322.754,0.000
1700264843.462,-781.250,-999.512,171.387,275.879,0.000
1700264843.465,-1000.000,-1000.000,-319.336,-1000.000,0.000
1700264843.469,-970.215,-1000.000,-469.238,-1000.000,0.000
1700264843.473,-895.020,-1000.000,32.227,-282.715,0.000
1700264843.477,-961.914,-1000.000,229.492,65.918,0.000
1700264843.481,-1000.000,-999.512,-389.648,-970.215,0.000
1700264843.485,-994.141,-999.023,-628.906,-1000.000,0.000
1700264843.489,-1000.000,-1000.000,-423.340,-646.484,0.000
1700264843.493,-1000.000,-935.059,-187.500,-88.867,0.000
1700264843.497,-1000.000,-940.918,-381.348,-796.387,0.000
1700264843.501,-1000.000,-988.770,-720.703,-1000.000,0.000
1700264843.504,-1000.000,-937.988,-653.809,-957.031,0.000
1700264843.508,-1000.000,-774.414,-122.070,-136.230,0.000
1700264843.512,-1000.000,-755.859,-124.512,-334.473,0.000
1700264843.516,-1000.000,-871.094,-749.512,-1000.000,0.000
1700264843.520,-1000.000,-755.859,-636.719,-1000.000,0.000
1700264843.524,-1000.000,-531.250,2.930,-107.422,0.000
1700264843.528,-1000.000,-522.949,-40.527,128.418,0.000
1700264843.532,-1000.000,-673.828,-786.621,-1000.000,0.000
1700264843.536,-1000.000,-621.582,-816.406,-1000.000,0.000
1700264843.540,-1000.000,-391.113,-285.156,-267.578,0.000
1700264843.544,-1000.000,-299.316,-51.270,418.457,0.000
1700264843.547,-1000.000,-450.195,-594.238,-806.641,0.000
1700264843.551,-1000.000,-476.074,-805.176,-1000.000,0.000
1700264843.555,-1000.000,-272.949,-422.363,-673.828,0.000
1700264843.559,-1000.000,-145.020,62.988,347.656,0.000
1700264843.563,-996.582,-311.035,-363.770,-393.066,0.000
1700264843.567,-1000.000,-379.883,-905.762,-1000.000,0.000
1700264843.571,-989.258,-188.965,-555.176,-1000.000,0.000
1700264843.575,-947.754,-40.039,-184.570,-87.891,0.000
1700264843.579,-991.699,-163.574,-493.652,-183.594,0.000
1700264843.583,-1000.000,-328.613,-964.355,-1000.000,0.000
1700264843.587,-999.512,-206.055,-831.055,-1000.000,0.000
1700264843.590,-973.145,3.418,-491.211,-454.590,0.000
1700264843.594,-982.910,-75.195,-637.695,-307.617,0.000
1700264843.598,-1000.000,-253.418,-997.070,-1000.000,0.000
1700264843.602,-1000.000,-135.742,-925.293,-1000.000,0.000
1700264843.606,-960.938,22.949,-711.914,-665.039,0.000
1700264843.610,-944.336,59.082,-688.965,-348.633,0.000
1700264843.614,-984.375,-80.566,-914.062,-926.758,0.000
1700264843.618,-1000.000,-136.719,-966.797,-1000.000,0.000
1700264843.622,-834.473,-12.207,-802.734,-855.469,0.000
1700264843.626,-458.984,42.480,-691.406,201.660,0.000
1700264843.630,-754.883,-93.750,-861.328,-250.488,0.000
1700264843.633,-1000.000,-189.941,-967.773,-1000.000,0.000
1700264843.637,-644.043,-79.102,-805.176,-1000.000,0.000
1700264843.641,153.320,-6.348,-562.500,331.055,0.000
1700264843.645,-231.934,-66.406,-641.113,347.656,0.000
1700264843.649,-1000.000,-131.836,-810.547,-1000.000,0.000
1700264843.653,-554.199,-113.770,-694.824,-1000.000,0.000
1700264843.657,308.105,-35.156,-348.145,114.258,0.000
1700264843.661,169.922,-34.668,-232.422,781.250,0.000
1700264843.665,-660.645,-186.523,-560.059,-686.035,0.000
1700264843.669,-522.461,-251.953,-732.422,-1000.000,0.000
1700264843.672,382.324,-132.324,-348.145,-89.844,0.000
1700264843.676,610.840,-107.422,69.336,999.512,0.000
1700264843.680,-257.812,-253.906,-306.152,-28.809,0.000
1700264843.684,-600.586,-361.816,-772.949,-1000.000,0.000
1700264843.688,141.602,-295.898,-516.602,-420.410,0.000
1700264843.692,575.684,-146.973,232.910,999.512,0.000
1700264843.696,-113.281,-308.105,-43.457,246.582,0.000
1700264843.700,-801.270,-489.746,-636.719,-1000.000,0.000
1700264843.704,-321.289,-399.414,-366.211,-887.695,0.000
1700264843.708,362.793,-268.066,191.895,595.215,0.000
1700264843.712,-39.551,-353.027,128.906,471.680,0.000
1700264843.715,-843.262,-522.949,-471.191,-989.746,0.000
1700264843.719,-631.836,-498.047,-512.695,-1000.000,0.000
1700264843.723,154.785,-424.805,-94.727,77.148,0.000
1700264843.727,107.422,-466.797,194.824,758.789,0.000
1700264843.731,-708.496,-698.242,-373.047,-633.789,0.000
1700264843.735,-768.555,-704.590,-552.246,-1000.000,0.000
1700264843.739,49.805,-485.840,102.539,-305.664,0.000
1700264843.743,505.371,-416.016,397.949,999.512,0.000
1700264843.747,-215.332,-495.117,-33.203,-51.758,0.000
1700264843.751,-574.219,-503.418,-450.684,-1000.000,0.000
1700264843.755,278.320,-399.902,-32.715,-546.875,0.000
1700264843.758,942.383,-369.629,410.645,984.863,0.000
1700264843.762,285.645,-511.230,62.500,306.152,0.000
1700264843.766,-324.219,-595.703,-383.301,-1000.000,0.000
1700264843.770,241.211,-489.746,-259.277,-552.734,0.000
1700264843.774,910.645,-376.953,96.191,704.590,0.000
1700264843.778,665.039,-413.086,219.238,689.453,0.000
1700264843.782,-251.953,-490.234,-63.477,-816.406,0.000
1700264843.786,-104.492,-474.609,-166.016,-1000.000,0.000
1700264843.790,772.461,-356.445,271.484,242.676,0.000
1700264843.794,798.828,-345.215,447.266,999.512,0.000
1700264843.798,-85.938,-537.109,50.293,-172.852,0.000
1700264843.801,-187.988,-623.535,-179.199,-1000.000,0.000
1700264843.805,626.953,-533.691,252.441,89.844,0.000
1700264843.809,962.402,-461.914,534.180,999.512,0.000
1700264843.813,252.441,-624.512,242.188,214.844,0.000
1700264843.817,-171.875,-736.816,-125.488,-1000.000,0.000
1700264843.821,457.520,-667.480,2.441,-189.941,0.000
1700264843.825,979.492,-487.305,439.453,999.512,0.000
1700264843.829,414.062,-540.039,373.047,492.676,0.000
1700264843.833,-227.539,-752.930,-77.637,-986.816,0.000
1700264843.836,143.555,-648.926,103.027,-680.664,0.000
1700264843.840,763.184,-458.496,476.074,782.715,0.000
1700264843.844,511.230,-501.465,445.801,871.094,0.000
1700264843.848,-273.926,-735.352,-68.359,-563.965,0.000
1700264843.852,-180.664,-720.215,-193.359,-1000.000,0.000
1700264843.856,536.133,-499.023,361.816,222.168,0.000
1700264843.860,633.789,-455.566,476.562,999.512,0.000
1700264843.864,-78.125,-693.359,-120.605,-161.621,0.000
1700264843.868,-281.738,-724.121,-363.281,-1000.000,0.000
1700264843.872,355.957,-452.148,251.953,-219.727,0.000
1700264843.876,709.473,-346.680,531.738,999.512,0.000
1700264843.879,161.621,-524.902,104.980,248.047,0.000
1700264843.883,-288.574,-613.770,-275.879,-1000.000,0.000
1700264843.887,246.094,-482.422,58.105,-455.566,0.000
1700264843.891,798.828,-349.609,422.852,999.512,0.000
1700264843.895,328.613,-394.043,349.121,575.195,0.000
1700264843.899,-267.090,-510.254,-24.902,-954.590,0.000
1700264843.903,141.113,-432.617,-6.348,-746.094,0.000
1700264843.907,780.273,-256.348,357.422,656.250,0.000
1700264843.911,600.586,-252.930,375.000,983.887,0.000
1700264843.915,-126.465,-425.781,-119.629,-399.414,0.000
1700264843.919,-81.055,-394.043,-258.789,-946.289,0.000
1700264843.922,666.016,-194.824,272.949,331.055,0.000
1700264843.926,813.965,-160.156,418.457,999.512,0.000
1700264843.930,78.125,-249.023,166.016,49.805,0.000
1700264843.934,-92.285,-261.230,-63.477,-1000.000,0.000
1700264843.938,629.395,-159.180,219.238,118.164,0.000
1700264843.942,999.512,-46.875,504.395,999.512,0.000
1700264843.946,461.426,-125.000,221.191,435.547,0.000
1700264843.950,12.695,-199.219,-130.371,-893.066,0.000
1700264843.954,524.414,-105.957,70.312,-76.660,0.000
1700264843.958,999.512,2.930,363.281,999.512,0.000
1700264843.962,690.918,-18.066,252.441,817.383,0.000
1700264843.965,53.711,-123.047,-167.969,-581.543,0.000
1700264843.969,311.035,-155.273,-350.586,-432.617,0.000
1700264843.973,969.727,-9.766,75.684,910.156,0.000
1700264843.977,813.965,124.023,436.035,999.512,0.000
1700264843.981,55.176,-79.102,8.789,-170.898,0.000
1700264843.985,68.848,-165.039,-291.992,-851.074,0.000
1700264843.989,766.113,2.930,172.363,421.875,0.000
1700264843.993,979.004,116.211,509.766,999.512,0.000
1700264843.997,268.555,-69.336,155.273,180.664,0.000
1700264844.001,-112.793,-210.938,-323.242,-1000.000,0.000
1700264844.005,571.777,-72.754,-16.113,27.344,0.000
1700264844.008,999.512,89.844,480.957,999.512,0.000
1700264844.012,433.594,3.906,273.438,484.375,0.000
1700264844.016,-157.715,-198.242,-302.734,-977.539,0.000
1700264844.020,281.250,-89.355,-104.004,-414.551,0.000
1700264844.024,914.551,166.016,509.766,988.281,0.000
1700264844.028,639.160,80.566,344.727,875.000,0.000
1700264844.032,-232.910,-146.484,-240.723,-569.336,0.000
1700264844.036,-96.191,-98.633,-212.402,-808.105,0.000
1700264844.040,733.887,89.355,349.609,574.219,0.000
1700264844.044,881.836,100.098,450.195,999.512,0.000
1700264844.047,-17.090,-123.047,-25.391,-65.918,0.000
1700264844.051,-323.242,-195.801,-353.027,-1000.000,0.000
1700264844.055,479.492,-10.742,109.863,76.172,0.000
1700264844.059,968.750,37.598,416.504,999.512,0.000
1700264844.063,141.113,-187.012,-41.504,208.496,0.000
1700264844.067,-526.367,-222.656,-295.898,-1000.000,0.000
1700264844.071,135.254,-125.977,72.754,-401.367,0.000
1700264844.075,863.770,-39.062,439.453,999.512,0.000
1700264844.079,288.086,-129.883,268.066,451.660,0.000
1700264844.083,-603.516,-283.203,-211.426,-1000.000,0.000
1700264844.087,-187.012,-247.559,-100.586,-780.762,0.000
1700264844.090,694.824,-75.684,432.617,672.363,0.000
1700264844.094,489.258,-75.195,358.398,865.723,0.000
1700264844.098,-548.828,-287.598,-225.098,-597.168,0.000
1700264844.102,-552.246,-286.621,-384.766,-1000.000,0.000
1700264844.106,454.102,-150.391,88.867,155.762,0.000
1700264844.110,700.195,-5.371,469.238,999.512,0.000
1700264844.114,-389.160,-124.023,39.551,-90.820,0.000
1700264844.118,-728.516,-280.762,-462.891,-1000.000,0.000
1700264844.122,118.164,-108.398,-12.207,-240.234,0.000
1700264844.126,740.234,78.613,492.188,999.512,0.000
1700264844.130,-64.941,-54.688,129.395,221.680,0.000
1700264844.133,-784.180,-239.258,-450.684,-1000.000,0.000
1700264844.137,-173.340,-122.559,-229.492,-657.715,0.000
1700264844.141,695.312,92.285,379.395,873.535,0.000
1700264844.145,272.949,-9.766,227.051,524.414,0.000
1700264844.149,-711.426,-272.461,-518.066,-978.027,0.000
1700264844.153,-381.348,-210.938,-479.492,-1000.000,0.000
1700264844.157,609.375,105.957,279.785,339.844,0.000
1700264844.161,650.879,145.996,404.297,941.895,0.000
1700264844.165,-468.750,-139.160,-193.848,-478.516,0.000
1700264844.168,-585.449,-189.941,-487.305,-1000.000,0.000
1700264844.172,428.711,10.254,20.508,-8.301,0.000
1700264844.176,875.000,60.059,411.621,999.512,0.000
1700264844.180,-174.316,-144.531,-73.730,34.180,0.000
1700264844.184,-795.898,-236.328,-539.551,-1000.000,0.000
1700264844.188,78.125,-89.844,-221.680,-383.789,0.000
1700264844.192,886.719,49.316,330.078,999.512,0.000
1700264844.196,116.211,-133.789,-45.898,300.781,0.000
1700264844.200,-815.918,-293.945,-593.750,-1000.000,0.000
1700264844.204,-301.758,-109.375,-218.262,-786.621,0.000
1700264844.208,723.633,51.270,268.066,725.098,0.000
1700264844.211,415.527,-27.344,173.828,591.309,0.000
1700264844.215,-719.238,-174.805,-343.262,-925.293,0.000
1700264844.219,-546.387,-133.789,-371.582,-1000.000,0.000
1700264844.223,551.270,3.418,187.012,251.465,0.000
1700264844.227,773.926,-4.883,351.074,987.793,0.000
1700264844.231,-414.062,-189.941,-161.133,-377.930,0.000
1700264844.235,-668.457,-230.957,-466.309,-1000.000,0.000
1700264844.239,386.230,-114.746,-79.102,-98.633,0.000
1700264844.243,917.969,-19.531,397.949,999.512,0.000
1700264844.247,-78.125,-101.562,71.777,125.488,0.000
1700264844.250,-686.035,-243.652,-454.102,-1000.000,0.000
1700264844.254,131.348,-151.855,-250.488,-413.574,0.000
1700264844.258,963.867,23.438,310.059,999.512,0.000
1700264844.262,270.020,-101.562,196.289,350.586,0.000
1700264844.266,-699.707,-346.191,-419.922,-1000.000,0.000
1700264844.270,-165.039,-300.781,-397.949,-785.645,0.000
1700264844.274,828.613,-77.637,212.402,677.246,0.000
1700264844.278,599.609,-97.168,311.523,752.930,0.000
1700264844.282,-519.043,-386.230,-345.703,-757.812,0.000
1700264844.286,-427.246,-429.688,-500.000,-1000.000,0.000
1700264844.290,602.539,-214.844,83.984,212.891,0.000
1700264844.293,863.770,-142.090,411.133,999.512,0.000
1700264844.297,-196.289,-396.973,-151.855,-197.266,0.000
1700264844.301,-608.887,-502.441,-544.922,-1000.000,0.000
1700264844.305,275.391,-260.254,-27.344,-209.473,0.000
1700264844.309,899.414,-59.082,485.840,999.512,0.000
1700264844.313,-8.301,-272.949,33.203,183.105,0.000
1700264844.317,-733.398,-454.590,-519.043,-1000.000,0.000
1700264844.321,-33.203,-254.883,-48.828,-549.805,0.000
1700264844.325,823.242,-60.547,469.727,983.398,0.000
1700264844.329,329.102,-235.352,148.926,435.547,0.000
1700264844.333,-696.777,-461.426,-472.168,-1000.000,0.000
1700264844.336,-343.750,-330.078,-291.992,-911.133,0.000
1700264844.340,657.227,-83.008,351.074,500.488,0.000
1700264844.344,579.590,-189.941,247.559,860.840,0.000
1700264844.348,-517.578,-472.168,-415.527,-603.027,0.000
1700264844.352,-588.867,-332.520,-324.219,-1000.000,0.000
1700264844.356,421.875,-82.031,258.301,39.551,0.000
1700264844.360,801.270,-24.902,490.234,999.512,0.000
1700264844.364,-260.254,-237.305,-40.527,-82.031,0.000
1700264844.368,-757.324,-315.918,-431.641,-1000.000,0.000
1700264844.372,176.758,-126.953,56.641,-283.691,0.000
1700264844.376,939.453,16.113,491.699,999.512,0.000
1700264844.379,61.035,-178.223,120.605,226.074,0.000
1700264844.383,-764.160,-383.789,-434.570,-1000.000,0.000
1700264844.387,-125.488,-234.863,-132.812,-673.340,0.000
1700264844.391,830.078,-90.820,301.270,857.910,0.000
1700264844.395,394.043,-130.371,231.934,498.047,0.000
1700264844.399,-718.750,-249.023,-154.785,-1000.000,0.000
1700264844.403,-347.168,-275.879,-245.605,-941.895,0.000
1700264844.407,714.355,-83.496,247.070,430.176,0.000
1700264844.411,678.223,-11.230,463.867,933.594,0.000
1700264844.415,-415.527,-274.414,-18.555,-507.324,0.000
1700264844.419,-449.707,-382.324,-418.945,-1000.000,0.000
1700264844.422,537.598,-179.688,56.152,37.598,0.000
1700264844.426,950.684,-72.266,484.375,999.512,0.000
1700264844.430,-31.250,-292.480,63.477,44.922,0.000
1700264844.434,-504.395,-483.398,-475.098,-1000.000,0.000
1700264844.438,395.996,-352.051,-142.578,-282.715,0.000
1700264844.442,999.512,-22.949,549.316,999.512,0.000
1700264844.446,281.250,-201.172,291.992,291.992,0.000
1700264844.450,-506.836,-465.820,-248.047,-1000.000,0.000
1700264844.454,79.590,-321.777,1.465,-675.293,0.000
1700264844.458,932.617,-61.523,551.270,825.195,0.000
1700264844.462,610.352,-185.547,361.816,667.969,0.000
1700264844.465,-368.164,-477.539,-210.938,-852.051,0.000
1700264844.469,-112.793,-391.602,-53.223,-991.211,0.000
1700264844.473,794.434,-185.547,421.875,345.215,0.000
1700264844.477,837.891,-181.641,480.957,999.512,0.000
1700264844.481,-91.797,-553.223,-137.207,-293.457,0.000
1700264844.485,-284.180,-611.328,-359.375,-1000.000,0.000
1700264844.489,532.715,-256.348,338.867,-62.012,0.000
1700264844.493,999.512,-187.988,539.062,999.512,0.000
1700264844.497,149.902,-490.234,153.320,134.277,0.000
1700264844.501,-495.605,-590.332,-34.180,-1000.000,0.000
1700264844.504,252.930,-406.250,270.996,-429.199,0.000
1700264844.508,999.512,-280.273,486.816,999.512,0.000
1700264844.512,388.184,-440.430,298.828,345.703,0.000
1700264844.516,-559.082,-667.969,-235.352,-1000.000,0.000
1700264844.520,-109.863,-582.031,-211.914,-799.316,0.000
1700264844.524,841.309,-391.113,291.992,678.711,0.000
1700264844.528,616.699,-438.477,327.148,679.688,0.000
1700264844.532,-539.551,-554.688,-44.922,-818.359,0.000
1700264844.536,-480.469,-531.738,-180.176,-1000.000,0.000
1700264844.540,545.898,-333.496,249.023,126.953,0.000
1700264844.543,740.234,-230.469,464.844,999.512,0.000
1700264844.547,-408.691,-496.094,7.324,-245.117,0.000
1700264844.551,-790.527,-629.395,-355.469,-1000.000,0.000
1700264844.555,153.320,-473.633,78.125,-223.633,0.000
1700264844.559,724.609,-282.715,501.465,999.512,0.000
1700264844.563,-208.496,-484.375,133.301,153.320,0.000
1700264844.567,-928.711,-732.910,-364.746,-1000.000,0.000
1700264844.571,-205.078,-637.207,-265.137,-606.934,0.000
1700264844.575,599.121,-358.398,272.949,926.270,0.000
1700264844.579,-80.078,-341.309,368.164,361.328,0.000
1700264844.583,-1000.000,-647.949,-229.004,-1000.000,0.000
1700264844.586,-638.672,-630.859,-218.262,-1000.000,0.000
1700264844.590,315.918,-315.430,333.496,328.125,0.000
1700264844.594,157.227,-260.254,447.754,757.324,0.000
1700264844.598,-888.184,-660.156,-185.547,-713.379,0.000
1700264844.602,-909.668,-729.004,-439.453,-1000.000,0.000
1700264844.606,41.504,-373.047,206.543,-27.832,0.000
1700264844.610,352.539,-296.875,455.566,975.098,0.000
1700264844.614,-624.512,-734.863,-258.301,-299.805,0.000
1700264844.618,-1000.000,-848.633,-667.969,-1000.000,0.000
1700264844.622,-348.633,-415.527,58.105,-397.949,0.000
1700264844.625,312.988,-190.918,541.016,999.512,0.000
1700264844.629,-383.301,-526.367,5.859,209.961,0.000
1700264844.633,-1000.000,-799.805,-552.734,-1000.000,0.000
1700264844.637,-679.199,-577.637,-207.520,-826.660,0.000
1700264844.641,183.105,-310.547,354.492,680.176,0.000
1700264844.645,-197.266,-489.258,221.680,467.285,0.000
1700264844.649,-1000.000,-801.270,-352.051,-1000.000,0.000
