timestamps,TP9,AF7,AF8,TP10,Right AUX
1700264857.921,-1000.000,-1000.000,-827.148,-1000.000,0.000
1700264857.925,-64.453,-1000.000,-486.328,-187.988,0.000
1700264857.929,999.512,-508.301,148.926,999.512,0.000
1700264857.933,214.844,-513.672,-149.414,242.188,0.000
1700264857.937,-1000.000,-1000.000,-873.047,-1000.000,0.000
1700264857.941,-656.738,-1000.000,-623.047,-734.375,0.000
1700264857.945,814.941,-463.867,65.918,774.902,0.000
1700264857.948,517.090,-351.074,-66.895,543.457,0.000
1700264857.952,-968.750,-995.117,-768.066,-955.078,0.000
1700264857.956,-937.988,-1000.000,-647.949,-1000.000,0.000
1700264857.960,383.789,-508.789,20.996,284.668,0.000
1700264857.964,891.113,-188.965,80.566,943.848,0.000
1700264857.968,-512.695,-954.102,-667.969,-444.824,0.000
1700264857.972,-1000.000,-1000.000,-847.168,-1000.000,0.000
1700264857.976,29.785,-838.379,-354.492,-62.500,0.000
1700264857.980,999.512,-654.785,-62.500,999.512,0.000
1700264857.984,5.371,-948.242,-564.453,71.289,0.000
1700264857.988,-1000.000,-1000.000,-725.098,-1000.000,0.000
1700264857.991,-378.906,-925.293,-394.043,-447.266,0.000
1700264857.995,999.512,-441.895,45.410,999.512,0.000
1700264857.999,283.691,-538.574,-177.246,303.711,0.000
1700264858.003,-1000.000,-1000.000,-663.574,-1000.000,0.000
1700264858.007,-751.465,-1000.000,-571.289,-821.289,0.000
1700264858.011,700.684,-528.320,-24.414,647.461,0.000
1700264858.015,590.332,-319.336,-50.781,610.840,0.000
1700264858.019,-903.320,-977.539,-739.746,-870.117,0.000
1700264858.023,-984.863,-1000.000,-720.215,-1000.000,0.000
1700264858.027,299.316,-972.168,-354.492,114.746,0.000
1700264858.031,966.797,-421.875,-20.508,984.863,0.000
1700264858.034,-377.441,-577.637,-320.801,-348.145,0.000
1700264858.038,-1000.000,-1000.000,-711.426,-1000.000,0.000
1700264858.042,-43.457,-798.340,-385.742,-200.684,0.000
1700264858.046,999.512,114.258,189.941,999.512,0.000
1700264858.050,77.148,-270.508,-114.258,110.352,0.000
1700264858.054,-1000.000,-1000.000,-749.512,-1000.000,0.000
1700264858.058,-436.035,-949.707,-550.781,-641.602,0.000
1700264858.062,989.258,-104.492,94.727,881.836,0.000
1700264858.066,382.324,-246.094,-138.672,387.207,0.000
1700264858.070,-1000.000,-1000.000,-841.309,-1000.000,0.000
1700264858.073,-789.551,-1000.000,-784.180,-904.297,0.000
1700264858.077,597.168,-253.418,-49.316,476.562,0.000
1700264858.081,729.980,268.066,42.480,789.062,0.000
1700264858.085,-740.234,-722.656,-653.809,-687.012,0.000
1700264858.089,-1000.000,-1000.000,-733.398,-1000.000,0.000
1700264858.093,226.562,-375.000,-119.629,111.816,0.000
1700264858.097,999.512,511.719,203.125,999.512,0.000
1700264858.101,-192.383,-384.766,-413.086,-114.258,0.000
1700264858.105,-1000.000,-1000.000,-744.629,-1000.000,0.000
1700264858.109,-121.582,-724.609,-342.285,-182.617,0.000
1700264858.113,999.512,-23.926,80.566,999.512,0.000
1700264858.116,210.938,-466.797,-386.719,260.254,0.000
1700264858.120,-1000.000,-1000.000,-860.352,-1000.000,0.000
1700264858.124,-541.504,-914.062,-504.883,-552.734,0.000
1700264858.128,927.246,96.680,21.484,961.914,0.000
1700264858.132,460.938,76.660,-154.297,509.277,0.000
1700264858.136,-1000.000,-934.082,-706.055,-989.746,0.000
1700264858.140,-855.957,-1000.000,-622.070,-882.324,0.000
1700264858.144,508.301,-370.605,-107.910,497.559,0.000
1700264858.148,842.773,246.582,42.480,906.250,0.000
1700264858.152,-616.211,-576.172,-524.414,-538.574,0.000
1700264858.155,-1000.000,-1000.000,-685.059,-1000.000,0.000
1700264858.159,223.145,-816.406,-483.887,134.277,0.000
1700264858.163,999.512,-367.188,-158.203,999.512,0.000
1700264858.167,-98.145,-545.898,-361.816,-25.391,0.000
1700264858.171,-1000.000,-1000.000,-733.887,-1000.000,0.000
1700264858.175,-251.953,-987.793,-469.727,-349.609,0.000
1700264858.179,999.512,196.777,114.258,999.512,0.000
1700264858.183,251.465,356.445,-103.516,275.879,0.000
1700264858.187,-1000.000,-926.270,-775.391,-1000.000,0.000
1700264858.191,-603.516,-1000.000,-590.332,-725.098,0.000
1700264858.195,772.461,229.980,52.734,698.242,0.000
1700264858.198,541.992,486.816,-119.141,533.691,0.000
1700264858.202,-892.090,-783.203,-753.418,-900.879,0.000
1700264858.206,-850.098,-1000.000,-758.301,-1000.000,0.000
1700264858.210,473.145,-162.598,-129.395,283.203,0.000
1700264858.214,959.961,928.223,170.898,980.957,0.000
1700264858.218,-400.391,-129.395,-483.398,-370.605,0.000
1700264858.222,-1000.000,-1000.000,-794.434,-1000.000,0.000
1700264858.226,175.781,-291.504,-328.613,-25.879,0.000
1700264858.230,999.512,968.262,131.348,999.512,0.000
1700264858.234,60.547,201.172,-307.129,109.375,0.000
1700264858.238,-1000.000,-1000.000,-793.457,-1000.000,0.000
1700264858.241,-266.113,-590.820,-464.355,-413.574,0.000
1700264858.245,999.512,771.973,102.539,999.512,0.000
1700264858.249,379.395,366.699,-234.863,377.441,0.000
1700264858.253,-1000.000,-1000.000,-885.254,-1000.000,0.000
1700264858.257,-626.953,-1000.000,-715.820,-757.812,0.000
1700264858.261,760.254,76.660,-90.820,682.129,0.000
1700264858.265,732.910,353.027,-174.316,776.855,0.000
1700264858.269,-721.191,-881.348,-811.035,-700.684,0.000
1700264858.273,-900.391,-1000.000,-717.285,-1000.000,0.000
1700264858.277,400.391,41.504,-169.434,251.953,0.000
1700264858.281,999.512,840.820,57.129,999.512,0.000
1700264858.284,-250.000,-111.816,-523.438,-208.008,0.000
1700264858.288,-1000.000,-894.043,-716.797,-1000.000,0.000
1700264858.292,91.797,-236.328,-353.516,-101.074,0.000
1700264858.296,999.512,783.691,64.941,999.512,0.000
1700264858.300,171.387,128.906,-304.688,184.570,0.000
1700264858.304,-1000.000,-1000.000,-767.090,-1000.000,0.000
1700264858.308,-294.922,-532.715,-490.234,-541.992,0.000
1700264858.312,999.512,113.770,-171.875,972.656,0.000
1700264858.316,437.988,124.512,-291.504,429.199,0.000
1700264858.320,-1000.000,-292.480,-606.934,-1000.000,0.000
1700264858.323,-681.641,-609.863,-627.930,-860.352,0.000
1700264858.327,699.219,226.562,-140.137,537.109,0.000
1700264858.331,823.242,975.098,93.262,836.426,0.000
1700264858.335,-613.770,38.086,-498.047,-622.559,0.000
1700264858.339,-958.008,-941.895,-780.273,-1000.000,0.000
1700264858.343,369.629,-186.035,-297.852,182.129,0.000
1700264858.347,993.652,834.473,54.688,969.238,0.000
1700264858.351,-304.199,-98.633,-460.938,-338.867,0.000
1700264858.355,-1000.000,-1000.000,-888.672,-1000.000,0.000
1700264858.359,15.625,-786.621,-649.414,-207.520,0.000
1700264858.363,999.512,622.559,125.488,999.512,0.000
1700264858.366,216.797,698.242,-132.324,230.957,0.000
1700264858.370,-1000.000,-718.750,-773.438,-1000.000,0.000
1700264858.374,-515.625,-631.836,-580.078,-716.309,0.000
1700264858.378,888.672,708.984,70.801,788.086,0.000
1700264858.382,521.484,825.195,-18.555,514.648,0.000
1700264858.386,-958.496,-467.285,-708.008,-974.609,0.000
1700264858.390,-888.672,-855.957,-691.895,-1000.000,0.000
1700264858.394,464.355,154.785,-205.566,294.922,0.000
1700264858.398,881.836,826.660,25.391,911.621,0.000
1700264858.402,-524.414,-299.805,-600.586,-486.816,0.000
1700264858.405,-1000.000,-1000.000,-822.266,-1000.000,0.000
1700264858.409,78.613,55.176,-250.488,-96.680,0.000
1700264858.413,999.512,999.512,97.168,999.512,0.000
1700264858.417,-6.348,145.508,-413.574,41.992,0.000
1700264858.421,-1000.000,-895.508,-795.898,-1000.000,0.000
1700264858.425,-247.070,-401.855,-482.910,-459.961,0.000
1700264858.429,999.512,690.430,-41.992,999.512,0.000
1700264858.433,279.785,495.605,-306.641,294.434,0.000
1700264858.437,-1000.000,-615.723,-775.879,-1000.000,0.000
1700264858.441,-578.125,-919.434,-665.039,-749.512,0.000
1700264858.445,800.781,-63.965,-295.898,683.105,0.000
1700264858.448,598.145,155.762,-333.984,599.121,0.000
1700264858.452,-889.648,-651.855,-705.078,-892.578,0.000
1700264858.456,-934.082,-861.328,-721.680,-1000.000,0.000
1700264858.460,371.094,-67.383,-329.590,183.105,0.000
1700264858.464,974.609,830.078,-63.477,997.559,0.000
1700264858.468,-366.699,140.625,-488.770,-331.543,0.000
1700264858.472,-1000.000,-916.504,-841.309,-1000.000,0.000
1700264858.476,14.648,-477.051,-505.859,-138.184,0.000
1700264858.480,999.512,818.848,32.715,999.512,0.000
1700264858.484,73.242,442.383,-375.000,120.605,0.000
1700264858.487,-1000.000,-933.105,-931.641,-1000.000,0.000
1700264858.491,-449.219,-947.266,-700.684,-538.574,0.000
1700264858.495,984.375,397.461,-92.773,969.727,0.000
1700264858.499,351.074,754.395,-223.145,366.699,0.000
1700264858.503,-1000.000,-590.820,-842.773,-1000.000,0.000
1700264858.507,-835.449,-891.113,-761.230,-898.926,0.000
1700264858.511,567.871,302.246,-177.734,509.766,0.000
1700264858.515,669.922,990.723,-23.438,731.934,0.000
1700264858.519,-801.270,-217.773,-703.613,-750.000,0.000
1700264858.523,-1000.000,-1000.000,-870.117,-1000.000,0.000
1700264858.527,149.902,17.090,-287.598,70.801,0.000
1700264858.530,999.512,897.949,10.254,999.512,0.000
1700264858.534,-227.051,-265.625,-617.188,-145.996,0.000
1700264858.538,-1000.000,-1000.000,-967.285,-1000.000,0.000
1700264858.542,-226.562,-778.809,-573.242,-250.000,0.000
1700264858.546,999.512,399.414,24.902,999.512,0.000
1700264858.550,168.945,69.336,-267.090,220.215,0.000
1700264858.554,-1000.000,-1000.000,-837.402,-1000.000,0.000
1700264858.558,-586.426,-935.547,-584.473,-585.449,0.000
1700264858.562,882.324,226.562,-3.906,924.316,0.000
1700264858.566,461.914,89.355,-156.250,520.996,0.000
1700264858.570,-1000.000,-1000.000,-760.254,-995.117,0.000
1700264858.573,-876.953,-1000.000,-677.734,-875.488,0.000
1700264858.577,481.934,-183.594,-115.234,503.418,0.000
1700264858.581,833.496,67.383,-62.988,919.922,0.000
1700264858.585,-606.445,-863.770,-663.574,-503.418,0.000
1700264858.589,-1000.000,-1000.000,-731.445,-1000.000,0.000
1700264858.593,139.160,-560.059,-319.824,115.723,0.000
1700264858.597,999.512,-250.977,-132.812,999.512,0.000
1700264858.601,-111.328,-774.414,-505.371,0.488,0.000
1700264858.605,-1000.000,-1000.000,-747.559,-1000.000,0.000
1700264858.609,-290.039,-980.469,-534.180,-230.957,0.000
1700264858.613,999.512,-82.520,-57.617,999.512,0.000
1700264858.616,231.445,-114.746,-223.145,289.062,0.000
1700264858.620,-1000.000,-1000.000,-789.062,-1000.000,0.000
1700264858.624,-716.309,-1000.000,-733.398,-632.812,0.000
1700264858.628,755.859,-501.953,-205.566,869.629,0.000
1700264858.632,518.066,-338.867,-226.074,618.164,0.000
1700264858.636,-978.516,-973.633,-805.664,-903.320,0.000
1700264858.640,-962.891,-1000.000,-884.766,-919.434,0.000
1700264858.644,359.863,-590.820,-467.285,437.012,0.000
1700264858.648,890.625,251.953,17.090,996.582,0.000
1700264858.652,-511.230,-472.168,-520.020,-360.840,0.000
1700264858.655,-1000.000,-1000.000,-895.996,-1000.000,0.000
1700264858.659,-25.879,-753.906,-470.703,36.621,0.000
1700264858.663,999.512,339.844,106.445,999.512,0.000
1700264858.667,7.812,-89.844,-313.965,98.633,0.000
1700264858.671,-1000.000,-1000.000,-898.438,-1000.000,0.000
1700264858.675,-428.223,-988.281,-620.605,-384.277,0.000
1700264858.679,999.512,-118.164,-81.055,999.512,0.000
1700264858.683,318.359,-44.434,-248.047,352.051,0.000
1700264858.687,-1000.000,-990.723,-862.305,-1000.000,0.000
1700264858.691,-782.227,-1000.000,-767.090,-786.621,0.000
1700264858.694,652.832,-132.812,-131.836,668.457,0.000
1700264858.698,665.527,191.895,-142.578,747.070,0.000
1700264858.702,-838.867,-860.840,-753.418,-756.348,0.000
1700264858.706,-979.004,-1000.000,-733.398,-1000.000,0.000
1700264858.710,303.711,-325.195,-248.535,244.629,0.000
1700264858.714,999.512,310.059,-48.340,999.512,0.000
1700264858.718,-268.555,-628.418,-630.371,-176.270,0.000
1700264858.722,-1000.000,-1000.000,-905.273,-1000.000,0.000
1700264858.726,-42.969,-743.652,-486.328,-118.164,0.000
1700264858.730,999.512,-186.523,-184.570,999.512,0.000
1700264858.734,151.367,-678.223,-572.266,184.570,0.000
1700264858.737,-1000.000,-1000.000,-834.473,-1000.000,0.000
1700264858.741,-447.266,-861.328,-565.430,-551.758,0.000
1700264858.745,999.512,58.105,-19.531,969.238,0.000
1700264858.749,416.992,112.305,-179.688,435.059,0.000
1700264858.753,-1000.000,-873.535,-753.906,-1000.000,0.000
1700264858.757,-765.137,-1000.000,-734.863,-872.070,0.000
1700264858.761,651.855,-333.984,-189.453,541.992,0.000
1700264858.765,779.297,234.375,-78.613,808.594,0.000
1700264858.769,-704.590,-750.488,-757.812,-671.875,0.000
1700264858.773,-1000.000,-1000.000,-791.016,-1000.000,0.000
1700264858.777,259.766,-976.562,-483.398,111.816,0.000
1700264858.780,999.512,-107.910,-64.453,999.512,0.000
1700264858.784,-145.508,-206.543,-337.402,-83.008,0.000
1700264858.788,-1000.000,-1000.000,-849.121,-1000.000,0.000
1700264858.792,-100.586,-830.566,-574.219,-238.281,0.000
1700264858.796,999.512,285.156,41.016,999.512,0.000
1700264858.800,214.844,-10.742,-239.746,239.746,0.000
1700264858.804,-1000.000,-1000.000,-870.117,-1000.000,0.000
1700264858.808,-525.391,-983.398,-687.012,-651.367,0.000
1700264858.812,905.273,-4.395,-65.918,797.852,0.000
1700264858.816,520.996,-61.523,-200.684,481.934,0.000
1700264858.819,-960.938,-1000.000,-901.367,-943.848,0.000
1700264858.823,-862.305,-1000.000,-872.559,-976.562,0.000
1700264858.827,463.379,-235.840,-150.879,339.355,0.000
1700264858.831,909.180,207.031,-41.016,945.312,0.000
1700264858.835,-496.582,-759.277,-701.660,-443.359,0.000
1700264858.839,-1000.000,-1000.000,-807.617,-1000.000,0.000
1700264858.843,126.953,-583.984,-348.145,-21.484,0.000
1700264858.847,999.512,428.223,77.637,999.512,0.000
1700264858.851,5.859,-287.598,-413.574,60.059,0.000
1700264858.855,-1000.000,-1000.000,-816.406,-1000.000,0.000
1700264858.859,-244.629,-879.395,-550.781,-374.512,0.000
1700264858.862,999.512,-259.766,-183.594,999.512,0.000
1700264858.866,324.219,-450.684,-483.887,339.844,0.000
1700264858.870,-1000.000,-1000.000,-896.484,-1000.000,0.000
1700264858.874,-672.363,-1000.000,-639.648,-780.273,0.000
1700264858.878,791.992,-181.152,-137.695,703.125,0.000
1700264858.882,622.070,-45.410,-158.203,653.320,0.000
1700264858.886,-877.930,-937.012,-765.625,-852.051,0.000
1700264858.890,-927.246,-1000.000,-812.500,-1000.000,0.000
1700264858.894,378.418,-536.621,-285.156,243.164,0.000
1700264858.898,984.863,159.668,26.367,999.512,0.000
1700264858.901,-351.074,-523.438,-513.672,-303.711,0.000
1700264858.905,-1000.000,-1000.000,-810.059,-1000.000,0.000
1700264858.909,23.926,-872.070,-538.574,-90.820,0.000
1700264858.913,999.512,-500.000,-265.137,999.512,0.000
1700264858.917,89.355,-601.562,-435.059,130.859,0.000
1700264858.921,-1000.000,-1000.000,-787.109,-1000.000,0.000
1700264858.925,-405.273,-1000.000,-569.336,-494.141,0.000
1700264858.929,999.512,-40.527,15.625,999.512,0.000
1700264858.933,362.305,-3.906,-163.574,378.418,0.000
1700264858.937,-1000.000,-959.473,-770.020,-1000.000,0.000
1700264858.941,-751.953,-1000.000,-736.328,-825.684,0.000
1700264858.944,661.621,-321.289,-158.691,589.355,0.000
1700264858.948,726.562,127.930,-61.035,780.273,0.000
1700264858.952,-755.859,-681.152,-677.734,-701.660,0.000
1700264858.956,-1000.000,-1000.000,-859.375,-1000.000,0.000
1700264858.960,267.090,-626.953,-373.535,157.715,0.000
1700264858.964,999.512,357.422,86.914,999.512,0.000
1700264858.968,-214.355,-288.086,-417.480,-139.160,0.000
1700264858.972,-1000.000,-1000.000,-900.391,-1000.000,0.000
1700264858.976,-147.461,-801.758,-509.277,-257.324,0.000
1700264858.980,999.512,237.793,119.141,999.512,0.000
1700264858.984,181.152,-155.273,-290.527,210.938,0.000
1700264858.987,-1000.000,-1000.000,-888.672,-1000.000,0.000
1700264858.991,-572.754,-1000.000,-628.418,-633.789,0.000
1700264858.995,915.039,-69.336,-31.250,887.207,0.000
1700264858.999,452.637,-50.293,-218.750,487.305,0.000
1700264859.003,-1000.000,-1000.000,-896.484,-1000.000,0.000
1700264859.007,-873.535,-1000.000,-780.762,-918.457,0.000
1700264859.011,480.469,-578.613,-244.141,428.223,0.000
1700264859.015,869.141,-266.113,-230.469,928.223,0.000
1700264859.019,-546.387,-926.758,-819.824,-470.215,0.000
1700264859.023,-1000.000,-1000.000,-731.445,-1000.000,0.000
1700264859.026,80.078,-466.309,-252.441,20.996,0.000
1700264859.030,999.512,360.352,162.109,999.512,0.000
1700264859.034,-77.148,-389.160,-308.105,-12.207,0.000
1700264859.038,-1000.000,-1000.000,-788.086,-1000.000,0.000
1700264859.042,-244.141,-856.445,-513.672,-303.223,0.000
1700264859.046,999.512,-177.734,-19.531,999.512,0.000
1700264859.050,171.387,-460.938,-342.773,197.266,0.000
1700264859.054,-1000.000,-1000.000,-821.777,-1000.000,0.000
1700264859.058,-675.293,-987.305,-571.289,-713.867,0.000
1700264859.062,807.129,-877.441,-312.012,786.621,0.000
1700264859.066,542.969,-655.273,-270.020,590.820,0.000
1700264859.069,-958.984,-839.844,-693.848,-916.504,0.000
1700264859.073,-932.617,-1000.000,-808.594,-1000.000,0.000
1700264859.077,387.695,-527.344,-202.148,311.523,0.000
1700264859.081,950.195,286.621,100.586,985.840,0.000
1700264859.085,-429.688,-543.945,-515.625,-372.559,0.000
1700264859.089,-1000.000,-1000.000,-838.867,-1000.000,0.000
1700264859.093,53.223,-702.637,-479.004,-27.344,0.000
1700264859.097,999.512,-143.555,-9.766,999.512,0.000
1700264859.101,-43.945,-599.609,-388.184,0.977,0.000
1700264859.105,-1000.000,-1000.000,-939.941,-1000.000,0.000
1700264859.109,-309.570,-923.340,-661.133,-418.457,0.000
1700264859.112,999.512,66.406,101.074,999.512,0.000
1700264859.116,346.680,-90.332,-200.195,362.793,0.000
1700264859.120,-1000.000,-1000.000,-830.566,-1000.000,0.000
1700264859.124,-719.727,-1000.000,-624.512,-790.527,0.000
1700264859.128,727.539,-208.496,-32.227,665.527,0.000
1700264859.132,700.195,273.438,41.504,740.234,0.000
1700264859.136,-803.223,-778.809,-621.582,-762.207,0.000
1700264859.140,-955.566,-1000.000,-756.348,-1000.000,0.000
1700264859.144,348.145,-700.684,-338.379,232.910,0.000
1700264859.148,999.512,-295.898,10.254,999.512,0.000
1700264859.151,-248.535,-757.812,-542.969,-196.777,0.000
1700264859.155,-1000.000,-1000.000,-832.520,-1000.000,0.000
1700264859.159,-24.414,-715.820,-293.945,-156.738,0.000
1700264859.163,999.512,151.367,146.973,999.512,0.000
1700264859.167,159.668,-395.020,-247.559,187.012,0.000
1700264859.171,-1000.000,-1000.000,-708.008,-1000.000,0.000
1700264859.175,-385.742,-962.891,-433.594,-526.855,0.000
1700264859.179,999.512,-298.340,59.082,991.699,0.000
1700264859.183,410.645,-314.941,-78.613,432.617,0.000
1700264859.187,-1000.000,-1000.000,-650.391,-1000.000,0.000
1700264859.191,-779.297,-1000.000,-641.602,-855.469,0.000
1700264859.194,633.301,-681.641,-188.965,555.176,0.000
1700264859.198,789.062,-653.320,-167.480,824.707,0.000
1700264859.202,-685.547,-962.891,-579.590,-642.578,0.000
1700264859.206,-1000.000,-1000.000,-666.504,-1000.000,0.000
1700264859.210,207.031,-839.355,-299.316,97.656,0.000
1700264859.214,999.512,169.922,164.062,999.512,0.000
1700264859.218,-126.953,-249.023,-253.418,-68.848,0.000
1700264859.222,-1000.000,-1000.000,-744.629,-1000.000,0.000
1700264859.226,-174.805,-915.039,-443.848,-244.629,0.000
1700264859.230,999.512,37.109,118.652,999.512,0.000
1700264859.234,225.098,-213.867,-229.492,253.418,0.000
1700264859.237,-1000.000,-1000.000,-845.215,-1000.000,0.000
1700264859.241,-603.516,-1000.000,-662.109,-648.438,0.000
1700264859.245,878.906,-122.070,8.789,856.934,0.000
1700264859.249,492.676,104.980,3.906,529.785,0.000
1700264859.253,-1000.000,-896.484,-663.086,-975.098,0.000
1700264859.257,-876.953,-1000.000,-812.988,-916.992,0.000
1700264859.261,462.402,-404.785,-165.527,397.949,0.000
1700264859.265,878.418,326.172,184.082,937.988,0.000
1700264859.269,-526.367,-574.707,-562.988,-435.547,0.000
1700264859.273,-1000.000,-1000.000,-830.078,-1000.000,0.000
1700264859.276,0.977,-694.824,-309.570,-33.691,0.000
1700264859.280,999.512,71.289,134.766,999.512,0.000
1700264859.284,8.789,-508.789,-415.527,65.918,0.000
1700264859.288,-1000.000,-1000.000,-970.215,-1000.000,0.000
1700264859.292,-379.883,-1000.000,-560.547,-388.672,0.000
1700264859.296,999.512,-350.098,50.293,999.512,0.000
1700264859.300,298.340,-355.957,-231.445,326.660,0.000
1700264859.304,-1000.000,-1000.000,-819.336,-1000.000,0.000
1700264859.308,-763.184,-1000.000,-615.234,-771.484,0.000
1700264859.312,705.566,-268.555,3.418,704.102,0.000
1700264859.316,614.746,-122.070,-4.883,677.734,0.000
1700264859.319,-896.973,-1000.000,-683.105,-832.520,0.000
1700264859.323,-991.211,-1000.000,-737.793,-1000.000,0.000
1700264859.327,303.223,-563.965,-110.840,245.117,0.000
1700264859.331,972.168,-304.688,33.203,999.512,0.000
1700264859.335,-363.770,-945.801,-587.402,-288.574,0.000
1700264859.339,-1000.000,-1000.000,-776.367,-1000.000,0.000
1700264859.343,-95.215,-806.152,-426.758,-121.094,0.000
1700264859.347,999.512,-626.953,-72.266,999.512,0.000
1700264859.351,92.285,-909.180,-427.246,139.648,0.000
1700264859.355,-1000.000,-991.211,-772.461,-1000.000,0.000
1700264859.359,-510.254,-1000.000,-552.734,-517.090,0.000
1700264859.362,985.352,-496.094,-59.570,999.512,0.000
1700264859.366,352.539,-345.215,-145.996,386.230,0.000
1700264859.370,-1000.000,-1000.000,-709.473,-1000.000,0.000
1700264859.374,-832.031,-1000.000,-738.281,-833.008,0.000
1700264859.378,591.797,-640.625,-208.008,595.703,0.000
1700264859.382,708.008,-464.355,-30.273,780.273,0.000
1700264859.386,-790.527,-973.633,-645.020,-710.938,0.000
1700264859.390,-1000.000,-1000.000,-870.117,-1000.000,0.000
1700264859.394,205.566,-719.238,-474.609,175.293,0.000
1700264859.398,999.512,-81.543,112.305,999.512,0.000
1700264859.401,-241.211,-613.770,-381.348,-155.762,0.000
1700264859.405,-1000.000,-1000.000,-842.285,-1000.000,0.000
1700264859.409,-222.168,-851.074,-417.969,-258.301,0.000
1700264859.413,999.512,-12.207,158.691,999.512,0.000
1700264859.417,174.316,-344.727,-222.656,202.637,0.000
1700264859.421,-1000.000,-1000.000,-843.262,-1000.000,0.000
1700264859.425,-627.930,-1000.000,-666.504,-652.344,0.000
1700264859.429,871.094,-461.914,-20.508,863.770,0.000
1700264859.433,433.105,-312.988,-97.656,469.727,0.000
1700264859.437,-1000.000,-985.352,-824.707,-1000.000,0.000
1700264859.441,-929.688,-1000.000,-789.551,-980.957,0.000
1700264859.444,414.062,-447.754,-86.426,352.051,0.000
1700264859.448,837.891,5.859,58.594,891.602,0.000
1700264859.452,-605.957,-842.285,-596.191,-536.133,0.000
1700264859.456,-1000.000,-1000.000,-743.652,-1000.000,0.000
1700264859.460,61.035,-703.613,-328.613,-4.395,0.000
1700264859.464,999.512,-277.832,11.719,999.512,0.000
1700264859.468,-52.246,-794.922,-471.680,-1.953,0.000
1700264859.472,-1000.000,-1000.000,-861.328,-1000.000,0.000
1700264859.476,-290.039,-918.457,-507.812,-369.141,0.000
1700264859.480,999.512,-549.805,-53.711,999.512,0.000
1700264859.483,252.441,-786.133,-415.039,270.020,0.000
1700264859.487,-1000.000,-1000.000,-760.254,-1000.000,0.000
1700264859.491,-719.727,-990.723,-521.484,-784.668,0.000
1700264859.495,760.254,-357.910,-12.695,702.637,0.000
1700264859.499,563.477,-208.496,-88.379,569.336,0.000
1700264859.503,-939.453,-925.781,-717.773,-931.152,0.000
1700264859.507,-970.703,-1000.000,-734.863,-1000.000,0.000
1700264859.511,346.680,-668.457,-217.285,236.328,0.000
1700264859.515,939.453,-74.219,34.180,969.727,0.000
1700264859.519,-448.242,-724.609,-548.828,-393.066,0.000
1700264859.523,-1000.000,-1000.000,-791.504,-1000.000,0.000
1700264859.526,12.695,-1000.000,-532.227,-92.773,0.000
1700264859.530,999.512,-298.828,7.812,999.512,0.000
1700264859.534,40.039,-306.152,-209.961,76.172,0.000
1700264859.538,-1000.000,-1000.000,-851.562,-1000.000,0.000
1700264859.542,-388.672,-966.309,-551.270,-494.629,0.000
1700264859.546,999.512,155.273,175.781,999.512,0.000
1700264859.550,332.031,66.895,-87.402,343.262,0.000
1700264859.554,-1000.000,-1000.000,-842.285,-1000.000,0.000
1700264859.558,-762.695,-1000.000,-748.047,-859.375,0.000
1700264859.562,683.105,-289.551,-79.102,580.566,0.000
1700264859.566,666.504,-117.676,-43.457,694.336,0.000
1700264859.569,-823.242,-963.867,-823.242,-795.410,0.000
1700264859.573,-1000.000,-1000.000,-882.812,-1000.000,0.000
1700264859.577,230.957,-684.570,-214.844,113.770,0.000
1700264859.581,999.512,119.141,149.414,999.512,0.000
1700264859.585,-280.762,-423.828,-411.621,-248.047,0.000
1700264859.589,-1000.000,-1000.000,-816.895,-1000.000,0.000
1700264859.593,-126.465,-727.051,-375.488,-231.445,0.000
1700264859.597,999.512,291.504,155.762,999.512,0.000
1700264859.601,155.273,-255.371,-272.949,174.805,0.000
1700264859.605,-1000.000,-1000.000,-763.672,-1000.000,0.000
1700264859.608,-501.953,-1000.000,-539.062,-571.289,0.000
1700264859.612,999.512,-481.445,-64.941,966.309,0.000
1700264859.616,422.363,-441.895,-308.594,433.105,0.000
1700264859.620,-1000.000,-1000.000,-885.254,-1000.000,0.000
1700264859.624,-884.766,-1000.000,-614.258,-956.543,0.000
1700264859.628,510.742,-328.125,-62.500,420.898,0.000
1700264859.632,773.438,-126.465,-36.621,799.316,0.000
1700264859.636,-704.590,-900.879,-643.555,-667.969,0.000
1700264859.640,-1000.000,-1000.000,-722.168,-1000.000,0.000
1700264859.644,149.902,-779.297,-274.414,32.715,0.000
1700264859.648,999.512,-86.914,121.582,999.512,0.000
1700264859.651,-129.395,-494.141,-307.129,-86.914,0.000
1700264859.655,-1000.000,-1000.000,-756.348,-1000.000,0.000
1700264859.659,-169.434,-1000.000,-539.551,-291.504,0.000
1700264859.663,999.512,-860.352,-184.570,999.512,0.000
1700264859.667,213.867,-756.348,-297.852,237.305,0.000
1700264859.671,-1000.000,-964.355,-682.129,-1000.000,0.000
1700264859.675,-558.594,-1000.000,-674.805,-662.109,0.000
1700264859.679,931.641,-327.637,-123.047,858.398,0.000
1700264859.683,521.484,-5.859,-5.859,517.578,0.000
1700264859.687,-979.492,-953.613,-658.691,-982.422,0.000
1700264859.690,-861.328,-1000.000,-663.086,-960.449,0.000
1700264859.694,496.582,-551.270,-86.426,368.164,0.000
1700264859.698,926.270,160.156,225.098,933.594,0.000
1700264859.702,-493.164,-593.750,-423.828,-467.285,0.000
1700264859.706,-1000.000,-1000.000,-808.105,-1000.000,0.000
1700264859.710,171.875,-694.824,-266.113,-19.043,0.000
