# mean_0_a,mean_1_a,mean_2_a,mean_3_a
9.930128981911695,1.8161957627930765,-3.129016857,-5.524240146
30.16221438715737,-11.40568511,-2.521323459,-3.781816342
71.46653846867571,-3.440997297,17.42486946519246,18.064357571331694
-4.838680937,3.776016077045364,-16.46511763,11.761839539837364
-162.4828455,135.7864283128585,19.795779652853685,-55.13154153
-60.00241806,-177.4567235,-30.06097119,1.3483098112781153
70.86740641105366,4.926386960007802,4.084245999819242,-9.45667946
45.37898048239151,34.315820425757806,36.84307619,52.024623304861436
36.760815753160536,11.14669514345812,-26.99435522,5.016433563637416
-13.97521254,11.72342175162627,3.5804561785301128,-12.1593316
-19.30293666,-3.428589389,7.090003031906186,6.949611472865822
-6.584558508,-5.734074009,-2.412864147,-25.24384605
-14.53814189,0.7744260378812696,-7.738499636,1.992206326478313
21.582610420457463,3.6712729158674686,5.230014949063724,10.368376762932407
19.75161435862259,-4.603479093,-6.260330975,-1.329068525
8.551435530258406,1.1592503978212498,7.229840917842103,0.013479752071281659
-23.80322626,-4.198109223,-20.36397683,-2.598384886
3.956962716,10.341243834705732,61.97201617353442,-1.300599966
-26.58350449,-13.09766057,-72.47263736,1.7465895331867747
16.69401091296367,0.7759281215750455,16.206477799373854,5.196247006563686
23.72198522798063,11.865807073343387,26.16130811782378,-0.378254873
-46.05683634,-9.424795062,-11.96624302,-4.590878451
6.453276034407974,3.257369131889598,-6.132808829,2.3111600800353713
12.979387518352002,-2.422479215,-2.267095119,-5.414505375
34.37627487331174,0.6518820985527546,9.301531233204221,4.447627298734582
-19.5816544,15.431558256920216,-4.807429871,1.452645361050709
10.564253760306917,-13.13521041,-7.135727947,1.1704577065962711
-21.52416054,-1.462466693,3.0578700213180037,-7.479737293
9.713923244314156,0.4549424427706175,15.765286611152613,4.406736772764936
1.1740608248122923,-1.550620253,13.623507562390946,6.846422745552581
-17.97974251,4.35861811,-24.52768993,-10.51003724
-6.342998555,-0.967193807,-83.34191615,-38.65006149
28.753051699320586,-1.837003496,73.84623002703664,45.010357003027586
-5.447435146,1.9623350243884872,42.61770879794806,10.256919509554962
3.728828611,-8.13364842,-12.86254686,-4.645109101
2.177041816848551,13.273458284533334,-16.30353246,-3.438370379
18.76921548538132,10.16875058968621,-24.87133974,-0.90534133
-70.14123733,-27.78373566,-0.510752628,-14.2024777
49.642636459115835,2.868403223965467,45.884293281466064,16.67081905
26.66351454990555,23.45745943267431,-51.71055389,1.2265160309837833
-45.91691522,6.814822567561925,31.042432970539537,9.956640701
-61.377591,-81.40657284,-7.472819659,-96.68788187
82.17754197248686,55.96093995224049,-10.79216282,86.40333294990049
12.048628015663356,33.903601175148935,11.50396661099416,26.363632502589848
22.99001538,37.58078707232674,69.87434323682525,35.00785795509994
-73.41103006,-99.97192812,-74.61150194,-102.3273008
43.23817318539803,22.879423471317704,6.550059882782662,23.18100386228391
-2.463719928,14.37924604396044,-6.077980262,12.715563876147591
-1.999321376,6.637630962922209,20.76974189738936,16.97755929303043
-5.861538442,-3.197822508,-39.22692443,-16.02417723
-160.6791262,-18.03347408,2.408406797727146,-11.962222
129.81744749551902,-12.10074814,73.96260230994747,-24.17605613
97.74676556,28.331445161626103,-40.71772184,26.09717608022724
1.6184248539087274,7.589519969730584,-2.158600989,15.697296779845493
-63.51836507,-29.51073788,-28.33461069,-5.005828915
-65.49017,-42.86749895,-28.72020527,2.240214492696134
-1.968413576,-33.26098097,16.107799071520013,30.346104650875148
89.09470901509374,345.87637811139444,60.409889970253914,-12.75849404
-44.39860464,-337.4614466,63.26230519,-184.4173013
131.9153777123022,38.77823252317804,-98.87411192,165.07037535958105
-226.381297,-70.65281754,-98.67637978,-103.6805066
52.649167817987916,52.090939626416514,97.32616964003623,148.57118337131342
-68.78829484,-124.9691556,9.980813221164297,-121.4133809
153.8994310563589,119.7219912978965,-4.453999083,96.70430757653095
95.61909006256593,167.14716163649348,121.68919017063537,65.06032334045649
-365.0534204,-124.2821037,-39.41513861,-243.2655896
274.7313941228337,322.3887699091308,-234.5327528,182.23939150968673
-2.928559295,-202.6522563,177.80951314806111,-3.850865627
-87.59178804,-67.40843829,2.6629339085170916,-37.79717788
78.75915212130094,-177.1735763,-16.17331345,21.376636325180517
43.80487386332171,48.72142612467961,-41.40637998,47.66760462666564
-33.87748991,89.04150846548389,-23.12469864,-23.51197064
-2.626204837,86.32397182601035,16.23674584478884,-24.23913317
-67.70770906,-80.28540141,72.75936094578609,-91.96408729
41.90875046,-40.33970069,-17.96066704,95.54318354
-26.69516325,-82.49397207,-45.91121249,-4.0861775
-53.88220887,5.960150223640788,-21.45551774,52.60563838517508
22.97797777599806,286.2069405695286,170.00587283374253,-96.34294444
161.89215673032527,1.0156522474800154,-66.39599203,64.70554339671642
-65.44489737,-218.1792468,-63.59044941,-19.80924119
-1.952195279,-19.09034618,-98.83088624,44.22656911949154
-75.62405867,16.946100472862987,89.04051373232873,-110.6464473
142.62521319509435,66.13584891332819,78.65951598,120.57165781490103
-34.41886561,19.973823411614678,-33.87926516,-19.41142637
-53.64378999,-123.0329322,17.23175276738844,-54.58563244
-158.3553568,195.5216043,22.83320559861401,-73.18170875
118.74176224410719,-97.54369161,-41.23004893,101.6005917236857
72.80599774457934,-113.2884322,-80.20393664,18.64108379
-1.270302583,140.34042182673838,-5.042475851,7.564431904647453
-19.62722713,-56.69497601,17.517672581112805,-47.60420184
-78.43697257,101.96588112969835,136.1353484223602,-37.6334686
13.701155926494398,-57.44667649,4.979635493789097,73.78530006396558
37.80799897605882,-33.89790115,-109.3372369,-20.12517253
0.8326704038240316,7.012206140781128,-24.07516037,-18.38751569
23.766346671122324,14.761613747563429,16.817128422012356,25.23547322965373
-3.485231546,-24.50775887,-30.1239995,10.401148738015154
10.298267056674343,32.48763593460362,74.43417448744034,-1.104220431
-67.96798903,-21.28863792,8.515050947127596,-54.22389895
63.888698506829115,70.58092029234139,-41.12566954,41.897789492503954
-105.7052306,-60.68817518,69.93756124141801,-84.37570244
62.02545614377503,-20.91711939,-54.34407547,61.76063281496055
-4.80878741,23.97854053,43.193592488734545,32.144963289182265
14.414384341718996,-12.13144344,-58.22931427,-6.099994326
-17.30583914,-46.68659041,-58.25669727,-50.95060069
41.87347568228016,42.712827352165974,-34.49817667,23.582798090159482
2.051508498456654,165.1999968451537,172.83520254722018,1.3610587449180378
10.48334181714449,-194.4902592,-109.4243881,-6.522120801
2.573336200642908,57.14178402600918,121.49932426735435,128.11081194466738
-58.23318172,-46.33046858,-75.78981964,-123.3495907
13.948409673992087,57.79489113319567,-18.45610622,-34.07510313
29.40544098381339,28.265782740141518,9.076583762104901,48.23344797940672
-69.51305961,-154.0785665,-35.21227242,-45.86877964
22.376383723977245,0.43912303380999895,5.580172434332293,42.578441260409036
3.2368862422181697,66.61819712029478,18.664734765246216,5.3463935400043425
29.31510862236696,128.67870998090254,45.91571601826486,5.0084742335274095
-17.84772254,-87.68010651,-18.58290331,1.435563470671869
32.41040484083904,-71.84302148,-19.76772898,8.804825567689521
-25.72500834,129.5812010737857,45.25319245510015,-23.45853532
-31.25593369,-77.23069154,-74.94472959,-63.63275996
-24.50227757,-27.97615673,-242.1070654,-92.05096924
-80.00275991,33.52600472692921,-407.5781782,-181.7153383
