# mean_0_a,mean_1_a,mean_2_a,mean_3_a
-28.53996688,-14.15711009,-11.60237314,-8.628331767
7.341521083,-17.78406329,7.457803362086028,-12.12812673
31.355692212357063,21.043889904097274,24.98244964512488,24.372680148177825
7.395027994636787,6.259936797019381,-16.58972346,-14.43250442
-21.17130039,0.7173480357876032,-84.05205957,-14.44808786
12.212281613018463,1.7102183679828236,69.03101754249674,64.81585946259878
16.863454045700976,9.234413099421284,48.466736121354174,-7.700804877
-19.27339431,-6.792813999,-23.88281205,16.014155367123635
-78.21846591,-22.30515152,-23.5687077,-118.5631041
93.80960566722464,5.071199579096691,-5.588083399,54.046604176253034
0.3175074956858011,2.5712672884171064,4.717262734957198,8.189482513558232
-22.91827679,4.947015442606173,-3.888094943,2.4265334121752473
13.343810603304988,21.054759262906476,-8.414304802,17.40445954905588
59.00362424713727,54.02420407691173,49.833679456241754,58.21006019262943
-37.41564935,-27.90126392,-45.25844809,-32.18950646
-209.0683347,-212.6396632,11.793930986569924,-201.9364552
93.37666507688121,89.00206454789307,2.133160681,89.57742895546481
79.72502935166361,75.06178854913304,-17.7582207,59.04943994769802
-8.882757067,14.831370118876329,21.618446611461952,29.778079883197158
11.510799214769676,-0.30212041,-21.85429586,-12.48778821
-24.72361423,-6.742263494,1.625635286851653,13.617146959032825
10.58133605091061,-5.989942584,58.56373364867295,-30.36869907
16.871629267394862,3.1685076371448813,-58.79399738,1.5491903921436418
3.7107587211854036,9.671363206,-7.479965499,16.369407743144905
24.11940305705043,-1.177422028,73.52159728352723,0.5012516526289789
-61.1772015,-29.49038798,-73.18115026,-23.54114365
18.133906051268553,19.275289854995467,24.713590385251432,19.962990227861564
-14.16891245,4.666040542,-36.82510217,-10.2254303
38.03302012,-1.765478931,49.42121905187668,11.726239999471824
-24.66095532,0.16456622847397653,-0.690720188,-10.39345978
3.5895316045913366,-3.165850156,-37.83796269,2.801640825970853
5.316210911528368,1.3411734056688989,16.88450187906781,3.123168845684723
4.617226922959403,-1.390426322,7.598089725744089,-1.686053298
8.142559863854341,-0.331578297,2.8443824747871327,3.1635326857970645
-3.506193034,1.5910264115485167,11.947220180331705,-3.387025903
-50.92972236,-4.380193216,-43.79903867,-6.595211069
36.36676336,0.9698444140452703,28.638434040901704,8.622357634652722
10.174750797510592,3.6675540011201804,1.5670266461905258,-4.903905013
-7.069574594,-1.087419515,-2.336265129,-0.972446349
-17.80939667,-2.087664366,-1.833464852,1.4553711372120632
18.24543585663226,6.233249318813632,-3.749346571,15.134215078545912
17.775298305328498,-8.324270632,36.820599727853505,-13.90328553
-19.21457466,0.5749558548449629,-44.42504792,-3.305666853
29.019832468722228,3.050768585,19.489201908943762,7.554272573036447
-9.007408027,1.7968620917153304,-16.8601999,-2.973174113
-20.76522772,-5.547641921,13.578852569462951,-1.513661557
-3.56643648,3.5951562784137936,-10.66896236,3.8176024052094837
-30.29419589,0.8847425125507647,14.951729362871193,0.6373014647821379
52.943323379934235,3.7343296506972083,-15.04402261,-5.608649543
1.5511352083846577,-8.294177315,8.196457133182184,-0.637040657
-18.28852191,5.695501214210574,-6.776364024,5.803284171025855
-6.670000702,1.7263289442932477,-7.359584101,0.957713355
-10.66840655,-5.627927436,34.22000079484676,0.062171382
6.140432982296179,0.031204191181459316,-35.17432066,-12.34113469
17.75806087904069,4.872606226899979,-1.910422881,12.336443776265858
-15.02569479,0.9824442665613259,6.391467955824895,-2.657053132
3.779904921519132,-4.176190008,13.797763364938486,-1.592406508
10.402035633003752,1.0731619484252677,-4.060021652,1.849530060490685
22.060193602731164,-2.951512734,3.126743709,-0.560259295
-17.74440665,-16.40006147,-6.14158251,3.7573666524721863
13.63032803358509,-35.38661323,-15.63220477,2.4835835945825417
-45.39457625,-43.70017881,11.230063415468408,-28.35438695
-5.792785991,188.79333606216937,32.83590575366848,17.611903199627843
6.357598710395694,-65.86723898,-28.08486295,3.718636148
36.32577281379402,-36.39980394,-8.583876426,3.9221293992671704
-8.925810264,2.3023577140573077,6.137069206600514,-0.114285475
-14.56399069,5.711952529,1.760863691357417,2.4809510789096914
